match_id,time_ms,ball_sn,x,y,score
26,4777540,0,1224,527,0.9893239140510559
26,4777540,0,1228,525,0.1290014684200287
26,4777580,0,1226,568,0.9854540824890137
26,4777620,0,1229,608,0.9918828010559082
26,4777620,0,1224,609,0.1669519990682602
26,4777660,0,1230,607,0.9914097189903259
26,4777700,0,1235,609,0.9926421046257019
26,4777740,0,1237,611,0.9878956079483032
26,4777740,0,1242,611,0.16027022898197174
26,4777780,0,1241,618,0.9771602153778076
26,4777820,0,1245,626,0.9792255163192749
26,4777860,0,1250,636,0.9878926873207092
26,4777900,0,1252,648,0.991255521774292
26,4777940,0,1257,663,0.9930796027183533
26,4777940,0,1130,622,0.2244580090045929
26,4777940,0,1252,664,0.10661453008651733
26,4777940,0,1127,625,0.09446904808282852
26,4777980,0,1261,681,0.9942836165428162
26,4777980,0,1131,623,0.16818784177303314
26,4778020,0,1264,701,0.9829015731811523
26,4778020,0,962,809,0.13052870333194733
26,4778020,0,1259,700,0.09214777499437332
26,4778020,0,1131,622,0.06809835880994797
26,4778060,0,1265,724,0.9841737747192383
26,4778100,0,1272,750,0.9910747408866882
26,4778100,0,1267,749,0.6423333883285522
26,4778140,0,1271,778,0.9866551160812378
26,4778140,0,1276,779,0.754814088344574
26,4778180,0,1278,809,0.9910476803779602
26,4778220,0,1282,845,0.9900771379470825
26,4778260,0,1256,805,0.9814698696136475
26,4778260,0,1259,809,0.4241274893283844
26,4778300,0,1212,727,0.9765486717224121
26,4778300,0,1207,726,0.7739459872245789
26,4778340,0,1173,661,0.9846566319465637
26,4778340,0,1168,660,0.5336703658103943
26,4778380,0,1136,604,0.9825200438499451
26,4778380,0,1139,608,0.16858622431755066
26,4778420,0,1102,556,0.9837987422943115
26,4778420,0,1106,559,0.08149033784866333
26,4778460,0,1076,515,0.9899699091911316
26,4778460,0,1071,515,0.5417410135269165
26,4778500,0,1048,482,0.9831353425979614
26,4778500,0,1053,481,0.17407508194446564
26,4778540,0,1024,451,0.9761936664581299
26,4778540,0,1030,451,0.3973087668418884
26,4778580,0,1004,429,0.98540198802948
26,4778620,0,982,408,0.9810232520103455
26,4778660,0,966,391,0.9555906057357788
26,4778660,0,962,387,0.07250414788722992
26,4778700,0,948,378,0.9906026124954224
26,4778700,0,953,378,0.38020676374435425
26,4778740,0,930,367,0.9935230016708374
26,4778740,0,927,364,0.32303810119628906
26,4778780,0,919,358,0.9926804900169373
26,4778780,0,914,357,0.18801672756671906
26,4778820,0,903,353,0.992669939994812
26,4778820,0,909,353,0.3548581898212433
26,4778860,0,891,350,0.9958174824714661
26,4778900,0,879,348,0.9954604506492615
26,4778940,0,867,348,0.9956403970718384
26,4778980,0,855,350,0.9953787326812744
26,4779020,0,845,353,0.9930316209793091
26,4779020,0,841,354,0.15554696321487427
26,4779060,0,835,350,0.994513988494873
26,4779060,0,830,348,0.11894594877958298
26,4779100,0,829,330,0.9958177208900452
26,4779100,0,824,332,0.08659430593252182
26,4779140,0,822,310,0.9953989386558533
26,4779180,0,814,293,0.25141388177871704
26,4779220,0,810,279,0.9899376630783081
26,4779220,0,805,279,0.28044092655181885
26,4779260,0,802,265,0.9553245902061462
26,4779260,0,797,265,0.07366698235273361
26,4779300,0,797,255,0.9924363493919373
26,4779300,0,793,256,0.0903993472456932
26,4779340,0,792,244,0.9927831888198853
26,4779340,0,787,245,0.1290111541748047
26,4779380,0,785,237,0.8852276802062988
26,4779420,0,778,230,0.9871847033500671
26,4779420,0,782,228,0.5668467879295349
26,4779460,0,773,224,0.8202559351921082
26,4779820,0,749,222,0.7163550853729248
26,4779820,0,743,219,0.07449070364236832
26,4779860,0,746,230,0.7536489367485046
26,4779860,0,743,226,0.09235769510269165
26,4779900,0,746,237,0.9855363965034485
26,4779940,0,744,248,0.9924202561378479
26,4779940,0,740,250,0.07103407382965088
26,4779980,0,740,261,0.989747166633606
26,4780020,0,736,275,0.9873406291007996
26,4780020,0,761,269,0.11571075767278671
26,4780060,0,737,292,0.9894387125968933
26,4780060,0,731,292,0.6834167242050171
26,4780100,0,729,312,0.9946562051773071
26,4780100,0,734,311,0.1907794326543808
26,4780140,0,726,333,0.9922654032707214
26,4780180,0,722,357,0.9950796365737915
26,4780180,0,727,356,0.14840029180049896
26,4780220,0,719,383,0.9920682907104492
26,4780260,0,715,412,0.9894797205924988
26,4780300,0,708,443,0.9830538630485535
26,4780300,0,715,443,0.12281585484743118
26,4780340,0,706,478,0.9916689395904541
26,4780380,0,701,514,0.9938329458236694
26,4780420,0,695,553,0.9923201203346252
26,4780420,0,698,555,0.07951022684574127
26,4780460,0,689,595,0.9897358417510986
26,4780460,0,693,597,0.05216067656874657
26,4780500,0,685,640,0.9878641963005066
26,4780540,0,677,688,0.9810382723808289
26,4780540,0,682,689,0.3589016795158386
26,4780580,0,673,730,0.9929139614105225
26,4780620,0,669,725,0.9919948577880859
26,4780660,0,662,721,0.9901919364929199
26,4780700,0,658,720,0.9923410415649414
26,4780740,0,655,720,0.9855875968933105
26,4780780,0,648,722,0.9855701327323914
26,4780820,0,643,727,0.9931254386901855
26,4780820,0,648,725,0.08332359790802002
26,4780860,0,646,714,0.9901897311210632
26,4780860,0,651,712,0.5213999152183533
26,4780860,0,642,713,0.11081412434577942
26,4780900,0,677,650,0.9563634395599365
26,4780900,0,672,651,0.3770838975906372
26,4780940,0,693,596,0.9914621710777283
26,4780940,0,698,598,0.5045021176338196
26,4780940,0,708,610,0.1264905482530594
26,4780940,0,699,602,0.053144074976444244
26,4780980,0,713,550,0.992113471031189
26,4781020,0,733,511,0.9922422170639038
26,4781020,0,728,512,0.17585179209709167
26,4781060,0,746,479,0.9913478493690491
26,4781060,0,672,855,0.1444571167230606
26,4781060,0,667,856,0.14396929740905762
26,4781060,0,677,854,0.12593787908554077
26,4781060,0,682,852,0.09505463391542435
26,4781100,0,763,449,0.9902997016906738
26,4781100,0,757,449,0.20135965943336487
26,4781140,0,774,425,0.9927237629890442
26,4781140,0,638,845,0.1465880572795868
26,4781140,0,642,840,0.09097444266080856
26,4781140,0,632,843,0.06070003658533096
26,4781140,0,769,427,0.05364986136555672
26,4781180,0,785,405,0.9866973757743835
26,4781180,0,621,840,0.13764730095863342
26,4781180,0,616,839,0.06475511938333511
26,4781220,0,796,388,0.99100261926651
26,4781220,0,616,846,0.3400450646877289
26,4781220,0,792,390,0.2391417771577835
26,4781220,0,613,842,0.09509551525115967
26,4781220,0,619,842,0.071587935090065
26,4781260,0,805,374,0.9944508671760559
26,4781300,0,817,361,0.9914253950119019
26,4781300,0,812,361,0.7130642533302307
26,4781340,0,821,353,0.9941200613975525
26,4781340,0,826,354,0.11389872431755066
26,1592350,2,1064,234,0.9785672426223755
26,1592350,2,1030,257,0.36395975947380066
26,1592350,2,1033,260,0.10695984214544296
26,1592390,2,1064,242,0.9925561547279358
26,1592390,2,1031,257,0.38395461440086365
26,1592430,2,1062,250,0.9885696768760681
26,1592430,2,1031,258,0.49378716945648193
26,1592470,2,1061,261,0.9886820316314697
26,1592470,2,1031,258,0.25934991240501404
26,1592510,2,1058,274,0.9955260157585144
26,1592510,2,1031,260,0.2820112109184265
26,1592550,2,1059,288,0.980205774307251
26,1592550,2,1030,258,0.3534012734889984
26,1592590,2,1056,303,0.9901112914085388
26,1592630,2,1056,322,0.9929434657096863
26,1592670,2,1055,342,0.9937024116516113
26,1592670,2,1049,342,0.8861837983131409
26,1592670,2,1044,339,0.05368240177631378
26,1592710,2,1049,363,0.9876943826675415
26,1592710,2,1016,255,0.2439860850572586
26,1592750,2,1047,388,0.9922749400138855
26,1592750,2,1009,251,0.37361299991607666
26,1592750,2,1008,258,0.10517147928476334
26,1592750,2,1012,255,0.0667964518070221
26,1592790,2,1044,415,0.9883626103401184
26,1592790,2,1049,414,0.45069611072540283
26,1592790,2,661,838,0.09635530412197113
26,1592830,2,1042,445,0.9935250282287598
26,1592830,2,990,253,0.1290091723203659
26,1592830,2,1048,446,0.11775065958499908
26,1592830,2,1016,253,0.06601739674806595
26,1592830,2,662,838,0.05931462347507477
26,1592870,2,1042,475,0.9650204181671143
26,1592910,2,1037,510,0.9906638860702515
26,1592910,2,972,251,0.058915335685014725
26,1592950,2,1034,547,0.9869994521141052
26,1592950,2,962,253,0.30078160762786865
26,1592950,2,958,255,0.07764517515897751
26,1592990,2,1034,587,0.9891746044158936
26,1592990,2,1030,589,0.07876183837652206
26,1593030,2,1028,629,0.9913318157196045
26,1593030,2,1033,628,0.23136106133460999
26,1593070,2,1024,674,0.9878249168395996
26,1593070,2,1015,252,0.29513779282569885
26,1593070,2,1029,677,0.09617054462432861
26,1593110,2,1022,724,0.988818347454071
26,1593110,2,1011,251,0.3798120319843292
26,1593110,2,1014,254,0.19593900442123413
26,1593150,2,1021,775,0.9906144142150879
26,1593190,2,1015,790,0.9908348321914673
26,1593190,2,1002,252,0.12368407100439072
26,1593230,2,1010,787,0.9884828925132751
26,1593230,2,1016,787,0.4069880247116089
26,1593230,2,995,252,0.22201672196388245
26,1593230,2,949,251,0.0823039710521698
26,1593270,2,1008,787,0.9874684810638428
26,1593270,2,944,252,0.28297099471092224
26,1593270,2,992,253,0.1679668128490448
26,1593270,2,991,249,0.07040361315011978
26,1593310,2,1005,788,0.9925962686538696
26,1593310,2,944,253,0.25678861141204834
26,1593310,2,990,251,0.12700031697750092
26,1593310,2,1000,788,0.061681147664785385
26,1593310,2,1011,786,0.05506041646003723
26,1593350,2,1000,792,0.992456316947937
26,1593350,2,1005,792,0.3974456489086151
26,1593350,2,989,251,0.1847246289253235
26,1593350,2,944,254,0.1046607568860054
26,1593390,2,999,798,0.9822215437889099
26,1593390,2,989,251,0.24387069046497345
26,1593390,2,993,798,0.20940464735031128
26,1593390,2,943,253,0.1168963611125946
26,1593430,2,994,808,0.9956005811691284
26,1593430,2,989,251,0.4385143518447876
26,1593430,2,943,252,0.3285033702850342
26,1593430,2,989,806,0.1173330545425415
26,1593470,2,998,765,0.9790600538253784
26,1593470,2,994,767,0.6925389170646667
26,1593470,2,988,250,0.3519279360771179
26,1593470,2,941,250,0.2008318305015564
26,1593510,2,1008,676,0.9700937271118164
26,1593510,2,1013,675,0.6701820492744446
26,1593510,2,990,249,0.10241379588842392
26,1593510,2,937,250,0.07672129571437836
26,1593550,2,1020,600,0.98580002784729
26,1593550,2,992,249,0.16839376091957092
26,1593550,2,1016,603,0.10597434639930725
26,1593550,2,935,250,0.06610250473022461
26,1593590,2,1027,535,0.9900398850440979
26,1593590,2,1032,534,0.20911741256713867
26,1593590,2,992,249,0.1463659107685089
26,1593630,2,1037,479,0.9833647608757019
26,1593630,2,992,249,0.15352651476860046
26,1593630,2,929,251,0.090068519115448
26,1593670,2,1041,430,0.9794949293136597
26,1593670,2,1046,432,0.07423195987939835
26,1593670,2,991,249,0.05466423183679581
26,1593710,2,1048,389,0.9917002320289612
26,1593750,2,1049,353,0.9842649698257446
26,1593750,2,1057,351,0.10413426905870438
26,1593750,2,1045,350,0.050614021718502045
26,1593790,2,1052,322,0.9892143607139587
26,1593790,2,1058,324,0.23061662912368774
26,1593830,2,1056,298,0.9882053136825562
26,1593870,2,1057,277,0.995701014995575
26,1593870,2,942,249,0.3275752663612366
26,1593910,2,1060,261,0.9936472773551941
26,1593950,2,1060,246,0.9866296052932739
26,1593950,2,964,247,0.3243264853954315
26,1593990,2,1061,236,0.9911602139472961
26,1594030,2,1063,228,0.9949571490287781
26,1594030,2,988,249,0.6763061881065369
26,1594030,2,984,247,0.29559043049812317
26,1594030,2,991,254,0.1610199511051178
26,1594030,2,1067,227,0.13263089954853058
26,1594070,2,1064,223,0.9945557117462158
26,1594110,2,1062,220,0.979511022567749
26,1594110,2,1067,217,0.2610117495059967
26,1594150,2,1061,220,0.9857638478279114
26,1594150,2,1064,216,0.29586294293403625
26,1594190,2,1061,220,0.988115668296814
26,1594190,2,1066,218,0.10956791043281555
26,1594230,2,1061,222,0.9869976043701172
26,1594230,2,1065,219,0.07841214537620544
26,1594270,2,1059,225,0.9910007119178772
26,1594270,2,1064,226,0.2042994350194931
26,1594270,2,1005,255,0.05913594365119934
26,1594310,2,1058,231,0.995441198348999
26,1594310,2,1005,254,0.09311575442552567
26,1594310,2,1062,229,0.052968237549066544
26,1594350,2,1058,238,0.993606686592102
26,1594390,2,1058,245,0.9768004417419434
26,1594390,2,1053,245,0.8496682643890381
26,1594430,2,1055,254,0.9821844100952148
26,1594470,2,1053,264,0.9918290972709656
26,1594510,2,1050,275,0.9933056235313416
26,1594510,2,1055,276,0.08767113089561462
26,1594550,2,1051,286,0.9884886145591736
26,1594550,2,1046,285,0.3773685693740845
26,1594590,2,1049,296,0.9876009225845337
26,1594590,2,1054,295,0.08381448686122894
26,1594590,2,1043,295,0.05156942084431648
26,1594630,2,1048,275,0.9930136799812317
26,1594630,2,998,251,0.10830075293779373
26,1594670,2,1049,253,0.9519913792610168
26,1594670,2,999,251,0.06833413988351822
26,1594710,2,1049,232,0.9862663745880127
26,1594750,2,1047,215,0.6330210566520691
26,1594750,2,1043,212,0.06581297516822815
26,1594790,2,1048,200,0.9788827300071716
26,1594790,2,1021,197,0.13638456165790558
26,1594790,2,1045,203,0.12087105959653854
26,1594870,2,998,252,0.21965542435646057
26,1594910,2,997,251,0.19366025924682617
26,1594950,2,997,250,0.26290979981422424
26,1594990,2,998,251,0.09323898702859879
26,1595070,2,998,250,0.1726631075143814
26,1595070,2,1023,164,0.06106353923678398
26,1595110,2,1001,145,0.11005836725234985
26,1595270,2,983,199,0.6084544658660889
26,1595310,2,977,209,0.9810950756072998
26,1595310,2,972,207,0.05208844691514969
26,1595350,2,972,221,0.10208936780691147
26,1595390,2,965,235,0.9591192007064819
26,1595390,2,981,247,0.20433585345745087
26,1595390,2,971,239,0.09640318900346756
26,1595390,2,976,243,0.0666947066783905
26,1595430,2,958,252,0.9845496416091919
26,1595430,2,979,249,0.5922328233718872
26,1595430,2,963,251,0.1893661916255951
26,1595470,2,953,270,0.9919601082801819
26,1595470,2,978,253,0.19337835907936096
26,1595510,2,946,290,0.993614673614502
26,1595510,2,950,289,0.19650007784366608
26,1595510,2,973,251,0.1494733840227127
26,1595510,2,1011,194,0.08958698064088821
26,1595550,2,937,312,0.9934319853782654
26,1595550,2,964,250,0.11598922312259674
26,1595550,2,986,245,0.09666543453931808
26,1595550,2,1006,193,0.06463691592216492
26,1595590,2,932,337,0.9930511713027954
26,1595590,2,959,248,0.26596561074256897
26,1595590,2,991,247,0.1854850798845291
26,1595590,2,956,252,0.05670074000954628
26,1595630,2,924,363,0.9886244535446167
26,1595630,2,953,250,0.5784987807273865
26,1595630,2,919,361,0.11060622334480286
26,1595630,2,996,247,0.09477054327726364
26,1595670,2,916,393,0.9917667508125305
26,1595670,2,952,249,0.45295703411102295
26,1595670,2,1001,247,0.2555428147315979
26,1595710,2,907,424,0.9953917264938354
26,1595710,2,950,250,0.40943843126296997
26,1595710,2,1004,249,0.12585166096687317
26,1595710,2,913,423,0.06141676381230354
26,1595750,2,900,458,0.9930015802383423
26,1595750,2,951,250,0.16308365762233734
26,1595750,2,1004,250,0.1453358232975006
26,1595750,2,906,459,0.05226760730147362
26,1595790,2,895,494,0.991489827632904
26,1595790,2,951,250,0.1618543267250061
26,1595790,2,1004,250,0.11393820494413376
26,1595830,2,884,533,0.9906219244003296
26,1595830,2,953,249,0.3847239315509796
26,1595830,2,1004,250,0.1220623180270195
26,1595830,2,890,531,0.07522093504667282
26,1595870,2,879,574,0.9923887848854065
26,1595870,2,952,250,0.26433035731315613
26,1595870,2,1006,250,0.12677621841430664
26,1595910,2,873,618,0.9796528816223145
26,1595910,2,950,250,0.3015287220478058
26,1595910,2,1006,249,0.09989991784095764
26,1595910,2,868,617,0.06962545216083527
26,1595950,2,864,665,0.9881210327148438
26,1595950,2,1005,250,0.10877712815999985
26,1595950,2,952,247,0.09667288511991501
26,1595950,2,870,665,0.06172198802232742
26,1595990,2,855,715,0.9942688941955566
26,1595990,2,1005,249,0.2094215601682663
26,1595990,2,952,248,0.20437458157539368
26,1596030,2,846,756,0.9902315735816956
26,1596030,2,954,248,0.5369568467140198
26,1596030,2,1004,249,0.17690035700798035
26,1596030,2,949,251,0.07266568392515182
26,1596070,2,841,746,0.9910079836845398
26,1596070,2,1005,250,0.17493857443332672
26,1596070,2,952,249,0.07973044365644455
26,1596110,2,835,739,0.9930822849273682
26,1596110,2,1005,250,0.11774060875177383
26,1596110,2,953,250,0.054018549621105194
26,1596150,2,827,734,0.9882881045341492
26,1596150,2,1005,250,0.08398985862731934
26,1596190,2,818,729,0.9938469529151917
26,1596190,2,1005,249,0.12537653744220734
26,1596230,2,809,729,0.993432879447937
26,1596230,2,1004,249,0.10598449409008026
26,1596230,2,814,727,0.07578187435865402
26,1596270,2,804,729,0.9871234893798828
26,1596270,2,1003,250,0.21725404262542725
26,1596270,2,1003,244,0.07428617775440216
26,1596310,2,795,732,0.9884861707687378
26,1596350,2,785,738,0.9929876923561096
26,1596350,2,790,737,0.20563742518424988
26,1596350,2,1003,242,0.05906996503472328
26,1596390,2,801,702,0.9873784184455872
26,1596390,2,797,706,0.23908506333827972
26,1596430,2,838,627,0.9875838160514832
26,1596430,2,833,629,0.05105685442686081
26,1596470,2,872,563,0.9926182627677917
26,1596470,2,869,566,0.32776832580566406
26,1596510,2,902,511,0.9856064915657043
26,1596510,2,897,510,0.06554649025201797
26,1596510,2,943,245,0.05476794019341469
26,1596550,2,926,467,0.9876376390457153
26,1596550,2,931,468,0.2476615160703659
26,1596590,2,952,432,0.9715240597724915
26,1596590,2,941,247,0.30926331877708435
26,1596590,2,957,436,0.08601547032594681
26,1596590,2,957,430,0.05262548476457596
26,1596630,2,975,400,0.9849536418914795
26,1596630,2,941,247,0.4424591362476349
26,1596630,2,969,399,0.24781426787376404
26,1596670,2,993,375,0.991186797618866
26,1596670,2,941,247,0.5191613435745239
26,1596710,2,1011,354,0.9923039078712463
26,1596710,2,941,247,0.33959370851516724
26,1596750,2,1031,336,0.9944062232971191
26,1596750,2,942,247,0.11716645956039429
26,1596750,2,1025,336,0.10580276697874069
26,1596750,2,995,247,0.05424441769719124
26,1596790,2,1042,323,0.9918124675750732
26,1596830,2,1057,311,0.9940449595451355
26,1596830,2,1064,311,0.08167600631713867
26,1596870,2,1071,303,0.9933819770812988
26,1596910,2,1084,297,0.9913017153739929
26,1596950,2,1093,293,0.9846019744873047
26,1596950,2,1099,293,0.050390467047691345
26,1596990,2,1107,291,0.921722948551178
26,1596990,2,1005,243,0.24136477708816528
26,1596990,2,1008,247,0.053913429379463196
26,1597030,2,1115,291,0.9911988377571106
26,1597030,2,1121,290,0.25637051463127136
26,1597030,2,1017,249,0.2227831929922104
26,1597030,2,1013,243,0.09626701474189758
26,1597070,2,1124,290,0.9930307269096375
26,1597070,2,1016,248,0.6110666394233704
26,1597110,2,1133,293,0.9825598001480103
26,1597110,2,1017,248,0.5503917932510376
26,1597110,2,1128,291,0.05850949138402939
26,1597150,2,1143,297,0.9873900413513184
26,1597150,2,1020,247,0.8114266395568848
26,1597150,2,1139,295,0.06768842041492462
26,1597150,2,1024,246,0.05259459465742111
26,1597190,2,1147,282,0.952528178691864
26,1597190,2,1022,247,0.6496720314025879
26,1597190,2,1142,280,0.25618720054626465
26,1597230,2,1151,263,0.9708376526832581
26,1597230,2,1024,247,0.6827922463417053
26,1597230,2,1099,238,0.24108131229877472
26,1597270,2,1158,246,0.9729008674621582
26,1597270,2,1032,245,0.45415806770324707
26,1597270,2,1027,247,0.05592897906899452
26,1597310,2,1161,231,0.9328844547271729
26,1597310,2,1042,245,0.6689806580543518
26,1597310,2,1039,247,0.1717039942741394
26,1597350,2,1163,217,0.1504952758550644
26,1597350,2,1114,241,0.05833909288048744
26,1597430,2,1170,194,0.20719356834888458
26,1597470,2,1165,195,0.36521655321121216
26,1597470,2,1085,247,0.05740082263946533
26,1597510,2,1095,245,0.08175782114267349
26,1597590,2,1145,196,0.8720781803131104
26,1597590,2,1115,245,0.07172010093927383
26,1597710,2,1131,245,0.10237140208482742
26,1597750,2,1110,204,0.06869228184223175
26,1597830,2,1095,210,0.9927095174789429
26,1597830,2,1088,211,0.14759624004364014
26,1597870,2,1086,215,0.9895555377006531
26,1597870,2,1080,212,0.2543513774871826
26,1597910,2,1077,222,0.9723758697509766
26,1597910,2,1075,218,0.10938961803913116
26,1597910,2,1082,221,0.07545571029186249
26,1597950,2,1069,229,0.9857492446899414
26,1597950,2,1065,226,0.2868506610393524
26,1597990,2,1057,238,0.9951891899108887
26,1598030,2,1048,246,0.9893410801887512
26,1598070,2,1037,256,0.9921467900276184
26,1598110,2,1028,265,0.9917816519737244
26,1598110,2,1023,264,0.12080737203359604
26,1598150,2,1017,277,0.9953540563583374
26,1598150,2,1132,247,0.10441640764474869
26,1598190,2,1006,289,0.9935615062713623
26,1598190,2,1131,248,0.10969153046607971
26,1598230,2,991,302,0.9849498271942139
26,1598230,2,1127,246,0.5676211714744568
26,1598230,2,997,303,0.326759397983551
26,1598270,2,980,317,0.9915034770965576
26,1598270,2,1122,245,0.08384303003549576
26,1598310,2,970,333,0.991174578666687
26,1598310,2,1119,243,0.051249805837869644
26,1598350,2,959,350,0.994379460811615
26,1598350,2,953,351,0.14983907341957092
26,1598390,2,945,369,0.9888288378715515
26,1598390,2,950,369,0.8797206282615662
26,1598390,2,956,370,0.1405317336320877
